CountryName,CountryCode,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,M1_Wildcard,M1_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
Andorra,AND,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
United Arab Emirates,ARE,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,,0,,0,,,,0,,,0,,2,,0,,0,,,,8,0,2.78,2.78,2.86,2.86
Argentina,ARG,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Australia,AUS,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,0,,,0,,0,,,,2,1,,1,,2,,0,,0,,,,14,0,19.44,19.44,22.86,22.86
Austria,AUT,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,,,0,,0,,,,0,0,0,0,0,0
Azerbaijan,AZE,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,1,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,2.78,2.78,2.86,2.86
Burundi,BDI,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Belgium,BEL,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,1,0,11.11,11.11,14.29,14.29
Burkina Faso,BFA,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,1,,0,,0,,0,,,,,,0,0,0,0
Bangladesh,BGD,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,,,16.67,16.67,20,20
Bulgaria,BGR,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Bahrain,BHR,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,1,1,,1,,0,,0,,0,,,,0,0,7.14,7.14,9.52,9.52
Bosnia and Herzegovina,BIH,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Belize,BLZ,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Bermuda,BMU,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,3,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,,,19.44,19.44,22.86,22.86
Bolivia,BOL,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,0,0
Brazil,BRA,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,1,,0,,0,,0,,,,0,0,0,0,0,0
Barbados,BRB,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,2,1,,2,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Brunei,BRN,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,3,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,,,19.44,19.44,22.86,22.86
Botswana,BWA,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,1,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,,,13.89,13.89,17.14,17.14
Canada,CAN,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,,0,,0,,0,,0,,,1,,1,,35,,0,,,,7,0,2.78,2.78,2.86,2.86
Switzerland,CHE,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Chile,CHL,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,,,,,,,0,0,0,0
China,CHN,20200213,3,1,,3,0,,2,0,,4,0,,2,0,,,,,2,0,,0,,,,,,,0,,,,1,1,,1,,2,,0,,0,,,,59865,1368,57.95,57.95,65,65
Cameroon,CMR,20200213,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Democratic Republic of Congo,COD,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Colombia,COL,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,2,0,,2,,0,,0,,0,,,,,,7.94,7.94,9.52,9.52
Cape Verde,CPV,20200213,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,,,,,11.11,11.11,14.29,14.29
Cuba,CUB,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Cyprus,CYP,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Czech Republic,CZE,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Germany,DEU,20200213,0,,,0,,,0,,,0,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,2,0,,1,,2,,0,,0,,,,15,0,7.94,7.94,9.52,9.52
Djibouti,DJI,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Dominica,DMA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,,,0,,,,,,0,0,0,0
Denmark,DNK,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Dominican Republic,DOM,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Algeria,DZA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Ecuador,ECU,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,0,0,11.11,11.11,14.29,14.29
Egypt,EGY,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,2,,0,,0,,,,0,0,0,0,0,0
Spain,ESP,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,0,,,,2,1,,1,,1,,0,,0,,,,2,0,11.11,11.11,14.29,14.29
Estonia,EST,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Ethiopia,ETH,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Finland,FIN,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,1,0,0,0,0,0
France,FRA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,,,11,0,13.5,13.5,15.24,15.24
Gabon,GAB,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,0,,,0,,0,,0,,1,1,,,,0,,0,,0,,,,,,15.47,15.47,18.1,18.1
United Kingdom,GBR,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,2,1,,1,,2,,0,,0,,,,9,0,11.11,11.11,14.29,14.29
Ghana,GHA,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,1,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,2.78,2.78,2.86,2.86
Gambia,GMB,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,1,1,,0,,0,,0,,0,,,,,,7.14,7.14,9.52,9.52
Greece,GRC,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Greenland,GRL,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Guatemala,GTM,20200213,0,,,0,,,0,,,0,,,0,,,,,,0,,,2,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,16.67,16.67,20,20
Guam,GUM,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Guyana,GUY,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,1,,,,,,,,,,,0,,,0,,0,,,,0,,,,,,2.78,2.78,2.86,2.86
Hong Kong,HKG,20200213,3,1,Classes will not resume before March 16.  Source: https://web.archive.org/web/20200401002756/https://www.info.gov.hk/gia/general/202002/13/P2020021300418.htm,2,1,,2,1,,0,,,0,,,1,1,,0,,,3,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,,,53,1,55.95,55.95,69.29,69.29
Honduras,HND,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Croatia,HRV,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,1,,,,,,,0,,,,2,1,,1,,,,0,,0,,,,0,0,13.89,13.89,17.14,17.14
Hungary,HUN,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Indonesia,IDN,20200213,3,0,,0,,,0,,,0,,,0,,,0,,,0,,,3,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,0,0,27.38,27.38,33.57,33.57
India,IND,20200213,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,1,,0,,,0,,0,,0,,0,,,1,,2,,0,,0,,,,3,0,5.42,5.42,6.43,6.43
Ireland,IRL,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,1,1,,0,,0,,0,,0,,,,0,0,7.14,7.14,9.52,9.52
Iran,IRN,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Iraq,IRQ,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Iceland,ISL,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,,,,,0,0,11.11,11.11,14.29,14.29
Israel,ISR,20200213,0,,,0,,,0,,,0,,,0,,,,,,0,,,3,,0,,,0,,0,,0,,2,1,,1,,0,,0,,1,,,,0,0,19.44,19.44,22.86,22.86
Italy,ITA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,0,,,0,,0,,,,2,1,,1,,2,,0,,0,,,,3,0,19.44,19.44,22.86,22.86
Jamaica,JAM,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,,,,,,,,,,2,1,,1,,1,,,,,,,,,,19.44,19.44,22.86,22.86
Jordan,JOR,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,,,,,,,,,0,0,0,0
Japan,JPN,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,,0,,81949436,Cabinet Office  https://www.kantei.go.jp/jp/singi/novel_coronavirus/taisaku_honbu.html  https://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/kinkyutaiou_corona.pdf  ????????????????????????????????? 103 ?????????????? 153 ????????????  153 ??-?????????65 ??=88??,0,,2,1,,1,,1,,60530834,"""Cabinet Office  https://www.kantei.go.jp/jp/singi/novel_coronavirus/taisaku_honbu.html  https://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/kinkyutaiou_corona.pdf  2.?????????:65 ?? · ????·???????:30.6 ?? · ???·??????????????????:5.1 ?? · ????????????·??????????:10.0 ?? · ?????????????????:10.7 ?? · ???????????:4.5 ?? """,0,,,,29,1,13.89,13.89,17.14,17.14
Kazakhstan,KAZ,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,1,,0,,0,,0,,,,,,0,0,0,0
Kenya,KEN,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,1,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,,,2.78,2.78,2.86,2.86
Kyrgyz Republic,KGZ,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,1,,0,,0,,0,,,,,,0,0,0,0
South Korea,KOR,20200213,3,0,,0,,,1,0,,0,,,0,,,0,,,0,,,3,,0,,,1,,0,,0,,2,1,,3,,2,,0,,0,,,,28,0,31.35,31.35,38.33,38.33
Kuwait,KWT,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,0,,0,,,,0,0,11.11,11.11,14.29,14.29
Laos,LAO,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,,,0,,0,,0,,,,,,0,0,0,0
Lebanon,LBN,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,1,Government Decree issued on 13th Feb 2020: www.pcm.gov.lb  (In Arabic),,,,,,0,,,,0,,,1,,0,,0,,0,,,,0,0,2.78,2.78,2.86,2.86
Libya,LBY,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Sri Lanka,LKA,20200213,0,,,0,,,0,,,,,,0,,,,,,1,1,,1,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,1,0,21.03,21.03,26.67,26.67
Lesotho,LSO,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Luxembourg,LUX,20200213,0,,,0,,,0,,,0,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Macao,MAC,20200213,3,1,,2,1,,2,1,,0,,,1,1,,0,,,0,,,1,,,,,,,,Sources: https://news.gov.mo/detail/en/N20BMQ4RQa?8 ; https://www.gov.mo/en/news/122812/,,,2,1,,1,,2,,,"provide an additional 600-pataca Heath Voucher to each Macao permanent resident, to be spent on an aspect of their personal health.   Sources: https://news.gov.mo/detail/en/N20BMQ4RQa?8 ; https://www.gov.mo/en/news/122812/",0,,,,10,0,51.72,51.72,65.95,65.95
Morocco,MAR,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Moldova,MDA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Madagascar,MDG,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Mexico,MEX,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Mali,MLI,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Myanmar,MMR,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,,,,,0,,,,2,0,,0,,0,,0,,0,,,,,,10.72,10.72,12.38,12.38
Mongolia,MNG,20200213,3,1,,2,1,,2,1,,0,,,0,,,0,,,0,,,3,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,50.13,50.13,62.14,62.14
Mozambique,MOZ,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Mauritania,MRT,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,5.56,5.56,5.71,5.71
Mauritius,MUS,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Malawi,MWI,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Malaysia,MYS,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,0,,,0,,0,,0,,2,1,,1,,,,0,,0,,,,18,0,19.44,19.44,22.86,22.86
Namibia,NAM,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Niger,NER,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Nigeria,NGA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,,0,,0,,0,,2,1,,1,,0,,0,,0,,,,0,0,13.89,13.89,17.14,17.14
Nicaragua,NIC,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Netherlands,NLD,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,0,,0,,0,,,,0,0,0,0,0,0
Norway,NOR,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,0,0,11.11,11.11,14.29,14.29
New Zealand,NZL,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,,,,,,0,,0,,1,1,,,,0,,0,,0,,,,0,0,15.47,15.47,18.1,18.1
Oman,OMN,20200213,0,,,0,,,0,,,0,,,0,,,,,,0,,,3,,,,,,,0,,,,2,1,,2,,2,,0,,,,,,0,0,19.44,19.44,22.86,22.86
Pakistan,PAK,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,2,1,,0,,1,,0,,0,,,,0,0,11.11,11.11,14.29,14.29
Panama,PAN,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,1,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,13.89,13.89,17.14,17.14
Peru,PER,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,0,,0,,0,,,,,,0,0,0,0
Philippines,PHL,20200213,0,,,0,,,1,1,,,,,0,1,,,,,0,,,3,,,,,,,0,,,,2,1,,1,,0,,0,,0,,,,3,1,29.76,29.76,32.38,32.38
Papua New Guinea,PNG,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,,,,,,0,,,,2,1,,0,,2,,0,,0,,,,,,19.44,19.44,22.86,22.86
Poland,POL,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,1,1,,0,,0,,0,,0,,,,,,7.14,7.14,9.52,9.52
Puerto Rico,PRI,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Portugal,PRT,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,,,11.11,11.11,14.29,14.29
Paraguay,PRY,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Palestine,PSE,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Qatar,QAT,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,3,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,,,0,0,15.47,15.47,18.1,18.1
Romania,ROU,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,2,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,5.56,5.56,5.71,5.71
Russia,RUS,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,3,,,,,,,0,,,,0,,,1,,0,,0,,0,,,,2,0,8.33,8.33,8.57,8.57
Rwanda,RWA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,,,,,0,,,,2,1,,2,,0,,0,,0,,,,,,13.89,13.89,17.14,17.14
Saudi Arabia,SAU,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Sudan,SDN,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,,,0,,0,,,,,,0,0,0,0
Singapore,SGP,20200213,0,,,0,,,1,1,,,,,0,,,,,,0,,,3,,0,,,0,,0,,0,,2,1,,2,,2,,0,,0,,,,50,0,26.59,26.59,32.38,32.38
Sierra Leone,SLE,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
El Salvador,SLV,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,3,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,,,19.44,19.44,22.86,22.86
San Marino,SMR,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,,,,,0,,,,0,0,0,0,0,0
Serbia,SRB,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,2.78,2.78,2.86,2.86
South Sudan,SSD,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Slovak Republic,SVK,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,1,0,,1,,2,,0,,0,,,,,,3.97,3.97,4.76,4.76
Slovenia,SVN,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Sweden,SWE,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,2,,0,,0,,,,1,0,0,0,0,0
Eswatini,SWZ,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,0,,,0,,0,,0,,,,,,,,0,0,0,0
Seychelles,SYC,20200213,0,,,0,,,0,,,,,,0,1,,,,,0,,,2,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,19.84,19.84,20,20
Syria,SYR,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,"""Strict measures being taken at border crossings to detect any cases of Coronavirus"" https://www.sana.sy/en/?p=184065",,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,2.78,2.78,2.86,2.86
Chad,TCD,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,0,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Thailand,THA,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,33,0,0,0,0,0
Trinidad and Tobago,TTO,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,,,,,0,,,,1,1,,0,,0,,0,,0,,,,,,12.7,12.7,15.24,15.24
Tunisia,TUN,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Turkey,TUR,20200213,0,,,0,,,0,,,,,,1,0,,,,,0,,,3,,0,,,0,,0,,,,2,1,,2,,1,,0,,0,,,,,,23.41,23.41,27.62,27.62
Tanzania,TZA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Uganda,UGA,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,2,,,,,,,0,,,,2,1,,1,,0,,0,,0,,,,,,16.67,16.67,20,20
Ukraine,UKR,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,1,,0,,0,,,,,,0,0,0,0
Uruguay,URY,20200213,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,,,0,,,,,,0,0,0,0
United States,USA,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,0,,,0,,0,,0,,0,,,0,,1,,0,,0,,,,14,0,5.56,5.56,5.71,5.71
Uzbekistan,UZB,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,1,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Venezuela,VEN,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,1,,0,,0,,0,,,,,,0,0,0,0
Vietnam,VNM,20200213,3,0,,0,,,2,0,,0,,,0,,,0,,,2,0,"""Earlier on February 13, Vinh Phuc province locked down Son Loi commune in Binh Xuyen district, where eight people have contracted the virus.    The 20-day lockdown, starting on Thursday, was the latest effort by the local authorities to contain the disease after a three-month-old girl tested positive for the virus.""    /web/20200403024610/http://news.chinhphu.vn/Home/PM-asks-for-strict-control-of-Covid19-suspected-cases/20202/38839.vgp",3,,,,,,,0,,,,2,1,,2,,1,,,,0,,,,16,0,43.26,43.26,52.62,52.62
South Africa,ZAF,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,2.78,2.78,2.86,2.86
Zambia,ZMB,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
